name,general,entity_type,figure_type,occupation,personality,size,height,life,move,range,attack,defense,ability_1_title,ability_1_desc,ability_2_title,ability_2_desc,ability_3_title,ability_3_desc,ability_4_title,ability_4_desc,points,source_file
Kriegspar,Aquilla,Elementar,Unique Hero,Guard,Dauntless,Medium,5,3,4,1,4,5,Hammer Slam Special Attack,"Range 1. Attack 4. If an opponent's small or medium Unique Hero receives at least one wound from the Hammer Slam Special Attack, roll the 20-sided die. If you roll 1-10, nothing happens. If you roll 11-19, you may remove one unrevealed Order Marker at random from the Unique Hero's Army Card. If you roll a 20 or higher, you may remove all order markers on the Unique Hero's Army Card.",Crushing Grip,All small or medium opponent's figures that enter or occupy a space adjacent to Kreigspar can not move and must attack Kreigspar if they attack with a normal attack. Figures affected by the Crushing Grip cannot be moved by any special power on an Army Card or Glyph.,Unscarred,"If Kriegspar has no wound markers on his Army Card, add 1 to attack dice and 1 to his defense dice.",,,120,custom-krieg.png
Landarian Cloud Warriors,Jandar,Landarian,Unique Squad,Warriors,Valiant,Medium,5,1,6,1,3,4,Landarian Champion Bonding,"Before taking a turn with the Cloud Warriors, you may first take a turn with any Landarian Champion you control.",Jump Special Attack,Range 3. Attack 3. One at a time do the following with each Cloud Warrior: Choose a figure that is up to 3 spaces away and 10 levels high to attack. After rolling 3 attack dice place the Cloud Warrior adjacent to the chosen figure.,Agile,"When counting spaces for the Cloud Warriors' movement, ignore elevations, up to a height of 5.",,,80,custom-landarians-cloud-warriors-by-truth.png
Kyuss The Worm,Ozrael,Cultist,Unique Hero,Cultist,Terrifying,Medium,5,4,5,5,3,4,Festering Aura,"After taking a turn with Kyuss the Worm, roll the 20-sided die for every opponent's figure adjacent to him. If you roll a 14 or higher, that figure receives a wound, and roll the 20-sided die again if that figure is not destroyed. If you roll a 16 or higher, you may also remove an unrevealed Order Marker at random from that figure's Army Card.",Underground Tunneling,"Instead of moving normally with Kyuss The Worm, you may immediately place him on any empty non-water space that is within 4 spaces of Kyuss and is no higher than 1 level above his height or 4 levels below his base. Kyuss will not take any leaving engagement attacks when moving with Underground Tunneling.",,,,,110,custom-kyuss-the-worm-taf-customs.png
LATROBORG,Valkrill,Soulborg,Unique Hero,Juggernaut,Relentless,Huge,13,6,4,6,2,6,CRUSHING STEP,"At any point while moving, Latroborg may choose a small or medium squad figure that is adjacent, on the same level, and on a space where Latroborg may end his movement. Destroy the chosen figure, move Latroborg on the space that the figure occupied, and end Latroborg's movement.",PINCER CLAWS,"When attacking an adjacent target with Latroborg, all skulls rolled count for one additional hit.",DOUBLE ATTACK,"When Latroborg attacks, he may attack one additional time.",,,175,custom-latroborg.png
Lady Galienne,Jandar,Human,Unique Hero,Champion,Valiant,Medium,5,6,5,1,6,4,Honor for the Fallen,"Range 1. Attack 4 +Special. Choose a figure to attack, for each friendly human unique hero that is destroyed roll one additional attack dice to a maximum of 4 additional dices.",One Last Strike,"When this figure receives enough wounds to be destroyed, select an adjacent enemy figure. Roll 4 attack dices. For each skull rolled, that figure will receive 1 wound. Then remove this figure.",Mortal Strike,"If you roll a skull on every dice on any small or medium figure, that figure can only defend with only one defense dice.",,,160,custom-lady-galienne.png
,,,,,,,,,,,,,,,,,,,,,,custom-leslie-22coyote-22-cane-jpg.png
Marro Leech,Utgar,Marro,Unique Hero,Predator,Wild,Medium,5,4,6,1,1,1,Symbiotic Bond,Start the game with 3 Leech Markers on this card. The Marro Leech receives an additional attack die and an additional defense die for each Leech Marker on this card.,Parasitic Transfer,"Instead of attacking, you may choose any Unique Hero adjacent to the Marro Leech. Roll the 20-sided die. If you roll a 10 or higher, remove a Leech Marker from this card and place it on the chosen Hero's Army Card. Figures other than the Marro Leech roll one less attack die and one less defense die for each Leech Marker on their Army Card.",Leech Drain,"As long as there is at least one Leech Marker on this card, each time the Marro Leech destroys a figure, you may remove a wound marker from this Army Card. The Marro Leech cannot Leech Drain destructible objects.",,,65,custom-leech.png
"Leslie ""Coyote"" Cane",Vydar,Human,Unique Hero,Outlaw,Vengeful,Medium,5,3,5,7,2,2,An Eye for an Eye,"When Leslie ""Coyote"" Cane attacks, he may attack one additional time for each wound marker on this Army Card.",Opportunist,"When attacking a figure that does not have any revealed Order Markers on its Army Card (or Cards if there is more than one Common Army Card for that figure), Leslie ""Coyote"" Cane receives 1 additional attack die.",,,,,40,custom-leslie_cane_master-png.png
Lady Galienne,Aquilla,Human,Unique Hero,,,Medium,,,5,1,6,4,,,,,,,,,,custom-lady-galienne-back-view.png
"Lacex, The Great Blue Spider",,Spider,Unique Hero,,,Large,,,6,1,3,3,,,,,,,,,,custom-lacex-the-great-blue-spider-back-view.png
Lakaien of Clan Esenwein,Utgar,Undead,Common Squad,Lackeys,Devoted,Medium,4,1,6,1,3,3,Esenweins' Orders,"Instead of taking a turn with Lakaien of Clan Esenwein, you may instead take a turn with any of the following you control: - Cyprien Esenwein or - Marcu Esenwein or - any two of the following: Iskra Esenwein, Sonya Esenwein, the Rechets of Bogdan (if they have been summoned).",Clan Devotion,All Lakaien of Clan Esenwein you control within 3 clear sight spaces of any Esenwein Vampire hero roll 1 additional attack die.,Flying,"When counting spaces for Lakaien of Clan Esenwein's movement, ignore elevation. This unit may fly over water without stopping, pass over figures without becoming engaged, and fly over obstacles such as ruins. When a Lakai of Clan Esenwein starts to fly, if he is engaged he will take any disengagement attacks.",,,90,custom-lakaien-of-clan-esenwein.png
Linebacker,Einar,Human,Uncommon Hero,Athlete,Fearless,Medium,6,4,5,1,4,3,Athlete Enhancement,All friendly Athletes adjacent to a Linebacker roll an additional attack die and an additional defense die. Linebackers are not affected by Athlete Enhancement.,Fearless Advantage,This Linebacker rolls an additional die when attacking or defending against large or huge figures.,,,,,60,custom-linebacker.png
"Leonard, Scotland Yard Consultant",Bragi,Human,Unique Hero,Investigator,Brilliant,Medium,5,5,6,1,2,3,Tail Target,"At the start of the game, you may choose one Unique Hero your opponent controls to be Leonard's Target. For the rest of the game, after your opponent takes a turn with the chosen Hero, you may move Leonard up to 6 spaces. Leonard must be unengaged throughout his move.",Inquisition,"After moving Leonard, you may choose an opponent's figure within 6 clear sight spaces. Select an unrevealed Order Marker on that figure's Army Card and reveal it for the duration of the round. That Order Marker may still be activated.",Deduction,All figures you control roll one additional die when attacking a figure within 6 clear sight spaces of Leonard with only revealed Order Markers on its card.,,,100,custom-leonard-scotland-yard-consultant-taf-customs.png
Lassriel,Einar,Construct,Unique Hero,Sentinel,Ferocious,Medium,4,3,6,1,3,5,Kyrie Bonding,"Before taking a turn with Lassriel, you may first take a turn with any unique Kyrie you control. If you do not take a turn with any Kyrie you control, Lassriel may attack one additional time this turn.",Lockjaw,All small or medium opponent's figures that enter or occupy a space adjacent to Lassriel may not move normally.,Flying,"When counting spaces for Lassriel's movement, ignore elevations. Lassriel may fly over water without stopping, pass over figures without becoming engaged, and fly over obstacles such as ruins. When Lassriel starts to fly, if it is engaged, it will take leaving engagement attacks.",,,35,custom-lassriel.png
Lienad,Ullar,Elf,Unique Hero,Ranger,Precise,Medium,5,4,6,7,1,2,Distance Advantage,Lienad adds 1 to his attack and defense when attacking or defending against a non-adjacent figure.,Engagement Targeting,"When Lienad attacks a non-adjacent figure who is engaged with at least one other figure you control, he rolls an additional attack die.",Nature's Blessing,"Instead of attacking with Lienad, you may choose a wounded Hero figure within two clear sight spaces of Lienad and roll the twenty-sided die. If you roll a 13 or higher, remove up to 2 wound markers from the chosen figure's army card. Lienad may use Nature's Blessing on himself.",,,60,custom-lienad-card.png
Lizard,,"Human, Creature",Unique Hero,,Ferocious,Medium,5,6,8,3,4,5,Climb X2,"When moving up or down levels of terrain, Lizard may double his Height.",Regenerate,"At the start of every round (or at the end of any turn in which Lizard neither moves nor attacks), roll the 20-sided die. If you roll a 13 or higher, remove one wound marker from this army card.",Reptilian Control,"Before Taking a turn with Lizard, you may first take a turn with any Reptile or Viper, squad or hero, within 4 spaces of Lizard. When taking a turn with a figure using Reptilian Control, the figure may not use bonding.",,,200,custom-lizard.png
Kai Adept,Ullar,Human,Uncommon Hero,Archer,Loyal,Medium,4,2,5,7,3,4,New Kai Resistance,"After attacking with this Kai Adept, if it rolled at least one skull, choose any Kai Lord you control within 10 spaces of any of your own Kai Acolytes or Kai Adepts and either move or attack with that Kai Lord.",New Kai Recovery,"If this Kai Adept begins its turn adjacent to a friendly Kai Lord, remove one wound marker from this Army Card.",,,,,100,custom-lone-wolf.png
Lord Gaar,Utgar,Undead,Unique Hero,Warlord,Terrifying,Medium,5,5,5,1,4,3,Zombie Spawn,"If Lord Gaar destroys an opponent's small or medium figure, replace that figure immediately, if possible, with one of your own previously destroyed Zombies of Morindan. Undead are not affected by Zombie Spawn.",,,,,,,140,custom-lord-gaar-183701.png
LOK,Vydar,Displacer Beast,Unique Hero,Hunter,Tricky,Huge,7,4,7,1,4,3,REACH,"If an opponent's figure is within 2 spaces of Lok, and its base is no more than 3 levels above Lok's height or 3 levels below Lok's base, Lok may add 1 to his Range when attacking that figure.",DISPLACEMENT,"If Lok is attacked with a normal attack and at least 1 skull is rolled, roll the 20-sided die. If you roll 1-10, roll defense dice normally. If you roll an 11 or higher, ignore all damage that would be inflicted by the attack.",DISENGAGE,Lok is never attacked when leaving an engagement.,,,120,custom-lok.png
Lord Bogal,Utgar,Undead,Unique Hero,Lord,Terrifying,Medium,5,6,5,4,4,4,October 31,"After revealing Order Marker 3 on this army card and before taking a turn with Lord Bogal, if you have already revealed Order Marker 1 on this Army Card, you may reveal the 'X' Order Marker on any Undead, Goblin, or Hobgoblin army card you control, and take an extra turn with that Army Card.",Monster Mash,"After taking a turn with Lord Bogal, you may choose an opponent's Large or Huge Hero and roll the 20-sided die. If you roll a 13 or higher, you may take a turn with that Hero. Lord Bogal may only attempt to use Monster Mash once per round.",,,,,180,custom-lord-bogal.png
Lothlórien Archers,Ullar,Elves,Common Squad,Archers,Precise,Medium,5,1,5,7,2,2,Double Attack,"When a Lothlórien Archer attacks, he may attack one additional time.",Disengage,Lothlórien Archers are never attacked when leaving an engagement.,,,,,110,custom-lothlorien-archers.png
Lord Richard of Weston,Jandar,Human,Unique Hero,Lord,Valiant,Large,6,4,7,1,3,4,Stand Your Ground!,All friendly Knights and Men-at-Arms within 4 clear sight spaces of Lord Richard of Weston add 2 to their defense dice.,Royal Resentment,All non-Knight and non-Men-at-Arms figures that you control within 4 clear sight spaces of Lord Richard of Weston subtract 1 from their defense dice.,I Knight Thee,"At the start of the game, you may choose any unique Army Card you control. For this game the chosen card's class is knight regardless of what is listed on the card.",,,120,custom-lord-richard-of-weston.png
Lord Revadac,Valkrill,Undead,Unique Hero,Lord,Tormented,Medium,5,6,5,1,4,3,Necrotic Infection,"When Lord Revadac receives one or more wounds from an adjacent figure's normal attack, roll the 20-sided die. If you roll an 11 or higher, the attacking figure receives one wound. Necrotic Infection does not affect Undead, Construct, or Soulborg figures.",Fit of Madness,"Before taking a turn with Lord Revadac, roll the 20-sided die. If you roll a 1-2, Lord Revadac must either attack a friendly Squad figure this turn, or take one wound at the end of this turn.",Undead Attack Enhancement,All friendly Undead figures adjacent to Lord Revadac roll an additional attack die when making a normal attack.,,,110,custom-lord-revadac-version-2.png
